"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","mean2_naimp_meas_IP","mean2_naimp_meas_RNase","mean2_naimp_meas_WT","value_count_IP","value_count_RNase","value_count_WT","pvalue_IP_RNase","pvalue_RNase_WT","log10.pvalue_IP_RNase","log10.pvalue_RNase_WT","difference_IP_RNase","difference_RNase_WT","enriched_IP_RNase","enriched_RNase_WT"
"PAP1","YKR002W","PAP1",7,7,7,15.8,64.551,568,25.8366546680859,26.2090512606413,26.3018200507493,26.1291391339984,25.3321064989079,25.7455036398055,25.1261678511781,NA,NA,NA,NA,25.8366546680859,26.2090512606413,26.3018200507493,26.1291391339984,25.3321064989079,25.7455036398055,25.1261678511781,21.5864095555187,21.6505612893781,21.6187153254106,20.8328421753232,26.1191662783688,25.4012593299638,21.4221320864077,4,3,0,0.0368812175884696,2.82261385521752e-05,1.43319474967847,4.54934853099895,0.717906948404917,3.97912724355616,FALSE,TRUE
"SSA2","YLL024C","SSA2",23,22,8,57.6,69.469,639,29.9910482342198,30.4913280333068,30.4287218370861,30.2233148501581,29.2811151986497,29.5218936274808,29.5157418803811,29.5396200503174,29.7082647832429,29.9583686286679,29.3145815848128,29.9910482342198,30.4913280333068,30.4287218370861,30.2233148501581,29.2811151986497,29.5218936274808,29.5157418803811,29.5396200503174,29.7082647832429,29.9583686286679,29.3145815848128,30.2836032386927,29.4395835688372,29.6302087617603,4,3,4,0.00182622369548549,0.284266447731944,2.73844602649243,0.5462743975195,0.844019669855506,-0.190625192923051,FALSE,FALSE
"HSP104","YLL026W","HSP104",8,8,8,13.3,102.03,908,NA,24.8620693801153,24.5788830788713,24.3721886170033,23.8316141958355,23.9117767090589,23.8969834767735,23.6200846596058,23.4958247804911,23.7750499947566,23.1084019401087,23.7738144001275,24.8620693801153,24.5788830788713,24.3721886170033,23.8316141958355,23.9117767090589,23.8969834767735,23.6200846596058,23.4958247804911,23.7750499947566,23.1084019401087,24.3967388690294,23.8801247938893,23.4998403437405,3,3,4,0.110302724042588,0.0737075943443241,0.957413762065193,1.1324877629969,0.516614075140094,0.380284450148739,FALSE,FALSE
"RPL8B","YLL045C","RPL8B",16,16,4,66.8,28.111,256,26.2503734580005,27.9649915708616,26.3633252295186,25.8968911176914,29.5004177367215,29.0452586515798,29.3239718642521,29.3764799182923,28.6956771540538,28.2482573927611,28.8688246737469,26.2503734580005,27.9649915708616,26.3633252295186,25.8968911176914,29.5004177367215,29.0452586515798,29.3239718642521,29.3764799182923,28.6956771540538,28.2482573927611,28.8688246737469,26.618895344018,29.2898827508511,28.7973097847135,4,3,4,0.00752450893032631,0.131554131786952,2.12352183803427,0.880895507258292,-2.67098740683308,0.492572966137605,FALSE,FALSE
"RPL15A","YLR029C;YMR121C","RPL15A",5,5,5,26.5,24.422,204,NA,22.3528592039693,22.8656509704741,22.787538339768,26.7411116361288,26.5454243207506,26.2908613136954,26.3829280650154,25.7233305566924,22.7785031009686,26.0231414745601,23.7769578111184,22.3528592039693,22.8656509704741,22.787538339768,26.7411116361288,26.5454243207506,26.2908613136954,26.3829280650154,25.7233305566924,22.7785031009686,26.0231414745601,22.9457515813324,26.5257990901916,25.2269757993091,3,3,4,0.000377008238526399,0.21448996812207,3.42364915932349,0.668593015325932,-3.58004750885915,1.29882329088245,FALSE,FALSE
"PDC1","YLR044C;YGR087C;YLR134W","PDC1",16,16,16,42.1,61.495,563,28.0367437615897,30.2829495499985,28.412722174762,28.2567390817002,26.9979807150586,27.6495876346059,27.1354548822252,27.0321257901071,27.6221951812614,28.0972795618091,27.0171206965335,28.0367437615897,30.2829495499985,28.412722174762,28.2567390817002,26.9979807150586,27.6495876346059,27.1354548822252,27.0321257901071,27.6221951812614,28.0972795618091,27.0171206965335,28.7472886420126,27.2610077439633,27.4421803074278,4,3,4,0.0578881442042382,0.603389605348722,1.23741037295483,0.219402175729767,1.48628089804933,-0.181172563464507,FALSE,FALSE
"RPS0B","YLR048W","RPS0B",2,2,1,20.2,27.962,252,26.3279678481495,25.993841417731,26.1101039578488,26.0959324981318,NA,27.0843604209633,27.1714057380645,26.9746505512198,26.791910666299,25.8671226078416,26.4133034313753,26.3279678481495,25.993841417731,26.1101039578488,26.0959324981318,21.1687102952327,27.0843604209633,27.1714057380645,26.9746505512198,26.791910666299,25.8671226078416,26.4133034313753,26.1319614304653,25.1414921514202,26.5117468141839,4,2,4,0.667580298845507,0.562460104101576,0.17549648839323,0.24990827709752,0.990469279045133,-1.37025466276378,FALSE,FALSE
"RPL22A","YLR061W;YFL034C-A","RPL22A",4,4,4,57.9,13.693,121,25.9934311532491,24.4797585584027,NA,24.9943810617292,26.2618580523252,26.555932705453,26.6615291303422,25.8263378378661,25.4379039229046,25.4027560297112,25.5892943105962,25.9934311532491,24.4797585584027,21.8353021854692,24.9943810617292,26.2618580523252,26.555932705453,26.6615291303422,25.8263378378661,25.4379039229046,25.4027560297112,25.5892943105962,24.3257182397125,26.4931066293735,25.5640730252695,3,3,4,0.0911796628594163,0.00309853575882386,1.04010201795294,2.50884348748581,-2.16738838966095,0.929033604103974,FALSE,FALSE
"RPL10","YLR075W","RPL10",9,9,9,48,25.361,221,NA,25.931298038641,24.2293469244827,23.2761130432789,27.7099742935634,27.584341853835,27.6865228613787,27.7512367528206,27.4593583208965,27.2212186291789,27.7179035497411,23.8535918545195,25.931298038641,24.2293469244827,23.2761130432789,27.7099742935634,27.584341853835,27.6865228613787,27.7512367528206,27.4593583208965,27.2212186291789,27.7179035497411,24.3225874652305,27.6602796695923,27.5374293131593,3,3,4,0.00978948798079687,0.403680608634982,2.00924002248999,0.393962112034054,-3.33769220436182,0.12285035643303,FALSE,FALSE
"AHP1","YLR109W","AHP1",2,2,2,23.9,19.114,176,NA,21.7332239072133,NA,NA,21.3442959079158,23.653815987076,NA,NA,NA,NA,21.5965974369612,23.7579752995498,21.7332239072133,21.7383820167005,21.7151856981066,21.3442959079158,23.653815987076,21.2724286916188,21.5225527452714,21.4998738880607,21.6519589902081,21.5965974369612,22.2361917303925,22.0901801955369,21.5677457651253,1,2,1,0.883897172996804,0.573012722143458,0.0535982551198973,0.24183573563232,0.146011534855649,0.52243443041154,FALSE,FALSE
"CFT2","YLR115W","CFT2",11,11,11,17.1,96.253,859,25.0940606062617,26.0464561033704,26.018288655784,26.1164042499679,25.1702408034594,25.1492645959959,24.9574389857796,NA,NA,NA,NA,25.0940606062617,26.0464561033704,26.018288655784,26.1164042499679,25.1702408034594,25.1492645959959,24.9574389857796,21.6175930894287,21.400637784954,21.8193192529546,19.9575975293913,25.818802403846,25.0923147950783,21.1987869141821,4,3,0,0.053356337915191,0.00229306376051304,1.27281398564703,2.63958386918895,0.726487608767712,3.89352788089615,FALSE,TRUE
"STM1","YLR150W","STM1",10,10,10,53.8,29.995,273,26.1683864271122,26.77868857182,26.9050650491371,26.7790644531129,26.9436902420364,26.718164931215,26.7905441836162,26.8063655352228,26.4890858803588,26.6707416006337,26.7717800019816,26.1683864271122,26.77868857182,26.9050650491371,26.7790644531129,26.9436902420364,26.718164931215,26.7905441836162,26.8063655352228,26.4890858803588,26.6707416006337,26.7717800019816,26.6578011252955,26.8174664522892,26.6844932545492,4,3,4,0.423313028744825,0.231456439945437,0.373338364587868,0.635530731088308,-0.15966532699365,0.132973197739954,FALSE,FALSE
"ACS2","YLR153C","ACS2",5,5,5,7.6,75.491,683,NA,24.4714718051344,24.361117585567,24.4480880669853,24.063404956595,23.7933254748346,23.9642865705222,NA,NA,NA,NA,23.7758230143064,24.4714718051344,24.361117585567,24.4480880669853,24.063404956595,23.7933254748346,23.9642865705222,21.4240291745724,21.5539424175978,21.5439527743496,20.3700907014845,24.2641251179983,23.9403390006506,21.2230037670011,3,3,0,0.14707445874838,0.00154488769215227,0.832462741193273,2.81110308675784,0.323786117347673,2.71733523364951,FALSE,TRUE
"RPS31","YLR167W","RPS31",6,6,3,53.3,17.216,152,26.5371814240263,26.1723980549001,26.3307567565859,26.1644787066278,27.5862761938444,27.5321505478251,27.9509925024867,27.9698291444995,27.5354915820147,27.6035695268123,27.6076666902364,26.5371814240263,26.1723980549001,26.3307567565859,26.1644787066278,27.5862761938444,27.5321505478251,27.9509925024867,27.9698291444995,27.5354915820147,27.6035695268123,27.6076666902364,26.301203735535,27.6898064147187,27.6791392358907,4,3,4,0.00133622482874898,0.95130320538289,2.87412046276605,0.0216810399107112,-1.3886026791837,0.0106671788279904,FALSE,FALSE
"SAM1","YLR180W;YDR502C","SAM1",11,11,11,43.2,41.818,382,26.4291649687736,26.4168021654687,26.234673466606,25.8990138821048,25.6527771525598,25.6539799452208,25.4746622732941,24.6778275830701,25.0219562659982,24.9536700140642,24.4469530299611,26.4291649687736,26.4168021654687,26.234673466606,25.8990138821048,25.6527771525598,25.6539799452208,25.4746622732941,24.6778275830701,25.0219562659982,24.9536700140642,24.4469530299611,26.2449136207383,25.5938064570249,24.7751017232734,4,3,4,0.00790290669221038,0.00454626419104054,2.1022131456449,2.34234533029665,0.651107163713331,0.81870473375152,FALSE,FALSE
"RPL37A","YLR185W","RPL37A",4,4,3,42,9.8502,88,NA,NA,NA,NA,25.2663513455543,24.1565349343244,24.2323512426406,24.2896834670594,23.824736595413,23.432752911402,24.0521693431693,23.8373462967475,21.7092124348997,21.7211157142263,21.4007365313725,25.2663513455543,24.1565349343244,24.2323512426406,24.2896834670594,23.824736595413,23.432752911402,24.0521693431693,22.1671027443115,24.5517458408398,23.8998355792609,0,3,4,0.01728334018264,0.202024548890643,1.7623723218857,0.694595854315965,-2.38464309652831,0.651910261578852,FALSE,FALSE
"NOP56","YLR197W","NOP56",10,10,10,24.4,56.863,504,NA,22.2262040207655,21.8908936085633,21.1545585548335,25.8128416307534,25.5273705723722,25.6101475827772,24.3431981881742,24.9935607230584,24.4519908178506,24.7292560310354,23.7902504773843,22.2262040207655,21.8908936085633,21.1545585548335,25.8128416307534,25.5273705723722,25.6101475827772,24.3431981881742,24.9935607230584,24.4519908178506,24.7292560310354,22.2654766653867,25.6501199286343,24.6295014400297,3,3,4,0.00804145673086944,0.00241259915607534,2.09466527054612,2.61751482842917,-3.3846432632476,1.02061848860459,FALSE,FALSE
"YEF3","YLR249W;YNL014W","YEF3",15,15,15,17,115.94,1044,27.2431806675093,28.6587402614346,27.590208511726,27.5190085736516,27.386484706839,27.1833823238534,27.2028448285001,26.3820540291853,26.4764248442142,26.3825488314815,26.1812035266344,27.2431806675093,28.6587402614346,27.590208511726,27.5190085736516,27.386484706839,27.1833823238534,27.2028448285001,26.3820540291853,26.4764248442142,26.3825488314815,26.1812035266344,27.7527845035803,27.2575706197308,26.3555578078788,4,3,4,0.209953144454847,0.000230846505795591,0.67787761657659,3.6366766947545,0.495213883849519,0.902012811852,FALSE,FALSE
"HSP60","YLR259C","HSP60",4,4,4,9.8,60.751,572,NA,23.7634458105158,22.7998207224903,22.5098310492937,22.3221537184817,22.2270271245054,22.335626966379,NA,NA,NA,NA,23.8298915059304,23.7634458105158,22.7998207224903,22.5098310492937,22.3221537184817,22.2270271245054,22.335626966379,21.4691067557319,21.7721682300352,21.3320954110669,19.9266606203244,23.2257472720576,22.2949359364553,21.1250077542896,3,3,0,0.06839057607136,0.0643604611643086,1.16500373807777,1.19138085269611,0.930811335602229,1.16992818216574,FALSE,FALSE
"RPS28A","YOR167C;YLR264W","RPS28A",2,2,2,43.3,7.5917,67,NA,NA,NA,NA,24.9445841051634,25.3063994031758,25.4208867085792,NA,NA,NA,NA,23.8227810399165,21.584622725108,21.9033379539019,21.3742757353836,24.9445841051634,25.3063994031758,25.4208867085792,21.6018308170794,21.5562368139731,21.7091709697981,20.9399137904874,22.1712543635775,25.2239567389728,21.4517880978345,0,3,0,0.00976679683588684,1.38966608321704e-05,2.01024784616788,4.85708954193134,-3.05270237539534,3.77216864113834,FALSE,TRUE
"YSH1","YLR277C","YSH1",5,5,5,6.8,87.673,779,NA,23.8524334980341,23.8200683048383,24.1556860404836,23.624999769416,23.1791467564166,23.4034063317465,NA,NA,NA,NA,23.8869465779864,23.8524334980341,23.8200683048383,24.1556860404836,23.624999769416,23.1791467564166,23.4034063317465,21.4562947417685,21.6320396279202,21.6236515555208,20.3717279460147,23.9287836053356,23.402517619193,21.270928467806,3,3,0,0.0322022250753508,0.00294369312330425,1.49211411884577,2.53110746668584,0.526265986142572,2.13158915138699,FALSE,TRUE
"RPS30B","YOR182C;YLR287C-A","RPS30B",2,2,2,31.7,7.1184,63,NA,23.5028813228418,NA,23.1329671892985,26.4790646695907,NA,NA,26.3483238813882,24.8976298248458,24.7436046474997,25.7405713442633,23.8149811582827,23.5028813228418,21.5692078844736,23.1329671892985,26.4790646695907,21.1815684262139,21.1755313734355,26.3483238813882,24.8976298248458,24.7436046474997,25.7405713442633,23.0050093887241,22.9453881564134,25.4325324244992,2,1,4,0.976673259014883,0.292777562327264,0.0102507029551871,0.533462209481285,0.0596212323107821,-2.48714426808586,FALSE,FALSE
"GSP1","YLR293C;YOR185C","GSP1",3,3,3,14.6,24.81,219,NA,24.3297821070205,23.3091088208982,23.4922835237987,22.6327627306495,22.779144628449,22.4751139440122,22.7281663233725,22.5035365583275,22.8164985552195,22.0983804049485,23.8294308202407,24.3297821070205,23.3091088208982,23.4922835237987,22.6327627306495,22.779144628449,22.4751139440122,22.7281663233725,22.5035365583275,22.8164985552195,22.0983804049485,23.7401513179895,22.6290071010369,22.536645460467,3,3,4,0.0108161130664709,0.637157294352613,1.96592878147199,0.195753340605598,1.11114421695263,0.0923616405699121,TRUE,FALSE
"RPL38","YLR325C","RPL38",4,4,4,60.3,8.8264,78,25.2468811899368,25.4459433579466,24.8069554739106,25.2581418693447,27.2589864807292,26.6691201393325,27.0974805082599,26.7376347954132,26.4415652052472,26.2749941586929,26.6404455290473,25.2468811899368,25.4459433579466,24.8069554739106,25.2581418693447,27.2589864807292,26.6691201393325,27.0974805082599,26.7376347954132,26.4415652052472,26.2749941586929,26.6404455290473,25.1894804727847,27.0085290427738,26.5236599221001,4,3,4,0.00107709851352051,0.0889038744410782,2.9677445734692,1.05107931201387,-1.81904856998915,0.484869120673682,FALSE,FALSE
"RPP0","YLR340W","RPP0",8,8,8,39.7,33.717,312,27.7085936925849,28.2303643302316,27.8201900666682,27.8872184768525,28.8746107933942,28.4729749919527,28.8097421289151,28.4583025329649,28.1447700187168,27.8638423864106,28.2709286851724,27.7085936925849,28.2303643302316,27.8201900666682,27.8872184768525,28.8746107933942,28.4729749919527,28.8097421289151,28.4583025329649,28.1447700187168,27.8638423864106,28.2709286851724,27.9115916415843,28.719109304754,28.1844609058162,4,3,4,0.00610879295833163,0.0304908491154604,2.21404459390185,1.51583048114383,-0.807517663169666,0.534648398937822,FALSE,FALSE
"ILV5","YLR355C","ILV5",7,7,7,21.5,44.368,395,NA,25.8608861642359,24.7034013395875,24.774698197591,24.0907940798746,24.3806016293509,24.3681302132805,24.1414117998497,24.7254124431836,24.8733791492819,23.9568631922182,23.803547662165,25.8608861642359,24.7034013395875,24.774698197591,24.0907940798746,24.3806016293509,24.3681302132805,24.1414117998497,24.7254124431836,24.8733791492819,23.9568631922182,24.7856333408949,24.2798419741687,24.4242666461333,3,3,4,0.318850636245525,0.581673125648511,0.496412712069717,0.23532100092945,0.505791366726179,-0.144424671964654,FALSE,FALSE
"RPS22B","YLR367W;YJL190C","RPS22B",6,6,6,56.9,14.626,130,NA,24.3107736292848,24.5424457687961,24.2880645570297,27.4029186327027,27.0264380020429,27.2987648793501,27.4504970597391,27.0394656309888,26.1309268239093,27.2194656020213,23.8861157007328,24.3107736292848,24.5424457687961,24.2880645570297,27.4029186327027,27.0264380020429,27.2987648793501,27.4504970597391,27.0394656309888,26.1309268239093,27.2194656020213,24.2568499139609,27.2427071713652,26.9600887791646,3,3,4,1.32271072905415e-05,0.415396880052375,4.87853512369744,0.381536769671709,-2.98585725740434,0.2826183922006,FALSE,FALSE
"IMD3","YLR432W;YHR216W;YAR073W;YAR075W","IMD3",9,9,7,25.2,56.584,523,26.6327017241721,27.1741710752532,26.7417545770195,26.4493796613348,NA,NA,NA,NA,NA,NA,NA,26.6327017241721,27.1741710752532,26.7417545770195,26.4493796613348,20.9599913170487,21.0708964803651,21.4203983569817,21.4386840044394,21.5473558095885,21.5517250414769,19.8321077533846,26.7495017594449,21.1504287181319,21.0924681522224,4,0,0,1.43535028272854e-06,0.902887077030572,5.84304210081695,0.044366562963543,5.59907304131303,0.0579605659095179,TRUE,NA
"RPS1A","YLR441C","RPS1A",14,14,4,67.8,28.743,255,25.6433387731874,25.2161567305871,23.8713593242248,23.9159756346348,29.3979101888973,29.1115274065863,29.1008171489173,29.34475219833,28.8396308787091,28.6508547036908,29.021654517277,25.6433387731874,25.2161567305871,23.8713593242248,23.9159756346348,29.3979101888973,29.1115274065863,29.1008171489173,29.34475219833,28.8396308787091,28.6508547036908,29.021654517277,24.6617076156585,29.2034182481336,28.9642230745017,4,3,4,0.00153864245949856,0.23636753794098,2.81286228719042,0.62641216848941,-4.54171063247512,0.23919517363187,FALSE,FALSE
"RPL6B","YLR448W","RPL6B",8,8,5,40.9,19.986,176,27.0429129326073,27.7781245661934,27.6206580205726,27.5803216023137,28.3508546299746,27.8778315536566,28.1966209605156,28.2142400320925,27.7710873219548,27.7237081216021,27.6710116670966,27.0429129326073,27.7781245661934,27.6206580205726,27.5803216023137,28.3508546299746,27.8778315536566,28.1966209605156,28.2142400320925,27.7710873219548,27.7237081216021,27.6710116670966,27.5055042804217,28.141769048049,27.8450117856865,4,3,4,0.0302681937330647,0.179130030318901,1.51901349497235,0.746831600591438,-0.636264767627242,0.296757262362465,FALSE,FALSE
"SPT5","YML010W","SPT5",2,2,2,2.2,115.65,1063,NA,21.872637309598,NA,22.2424030773081,NA,NA,NA,NA,NA,NA,NA,23.8753180090064,21.872637309598,21.7601917186364,22.2424030773081,21.0416997665213,20.9686687630383,21.1118373801696,21.5418510441993,21.563626346948,21.6059263923199,19.8211996529817,22.4376375286373,21.0407353032431,21.1331508591122,2,0,0,0.0645839178825138,0.846694533224581,1.18987561272323,0.0722732442888899,1.3969022253942,-0.0924155558691595,FALSE,NA
"IMD4","YML056C","IMD4",5,3,3,15.3,56.393,524,25.0433510897699,26.0082131701628,25.2254172238573,24.6625888466805,NA,NA,NA,NA,NA,NA,NA,25.0433510897699,26.0082131701628,25.2254172238573,24.6625888466805,21.2731564333186,20.9239008494425,21.3829216489685,21.6205434839784,21.5844049540424,21.5588050874579,20.3543494849371,25.2348925826176,21.1933263105765,21.279525752604,4,0,0,0.000149503750352027,0.811181901814579,3.82534791277927,0.0908817473965151,4.0415662720411,-0.0861994420274321,TRUE,NA
"RPS1B","YML063W","RPS1B",13,3,3,67.5,28.812,255,NA,22.8860999183627,22.8580045269066,NA,27.8112130785723,27.7148287649055,27.8145172420408,27.1205035214227,26.8216504076188,27.1163447545266,26.8305024411044,23.7821473317615,22.8860999183627,22.8580045269066,21.5094261989827,27.8112130785723,27.7148287649055,27.8145172420408,27.1205035214227,26.8216504076188,27.1163447545266,26.8305024411044,22.7589194940034,27.7801863618395,26.9722502811681,2,3,4,0.00167548656032265,0.0010517515537053,2.77585905144621,2.97808683774677,-5.02126686783613,0.807936080671411,FALSE,FALSE
"RPL6A","YML073C","RPL6A",7,4,4,36.9,19.961,176,25.3455010821557,25.7435789683163,25.5957953882476,25.6298148341655,26.3254137526421,26.0295374671767,26.3979999237041,26.5021681127305,26.0533092811268,25.8450803450551,25.8358358854074,25.3455010821557,25.7435789683163,25.5957953882476,25.6298148341655,26.3254137526421,26.0295374671767,26.3979999237041,26.5021681127305,26.0533092811268,25.8450803450551,25.8358358854074,25.5786725682213,26.2509837145076,26.05909840608,4,3,4,0.0086849119334143,0.36506285674092,2.06123458101955,0.437632352021675,-0.672311146286351,0.191885308427675,FALSE,FALSE
"FPR3","YML074C;YLR449W","FPR3",2,2,2,9,46.553,411,NA,23.6112175598263,23.285738595349,23.2957207379745,23.5481615203028,23.0999057327504,23.6949801437942,22.943976338497,22.5318145314919,22.3700477348,22.3669571386903,23.733828885496,23.6112175598263,23.285738595349,23.2957207379745,23.5481615203028,23.0999057327504,23.6949801437942,22.943976338497,22.5318145314919,22.3700477348,22.3669571386903,23.4816264446615,23.4476824656158,22.5531989358698,3,3,4,0.881334403760078,0.0158565457934185,0.0548592764323688,1.7997914138811,0.0339439790456986,0.894483529745983,FALSE,FALSE
"CLU1","YMR012W","CLU1",2,2,2,2.5,145.16,1277,NA,23.089533886581,22.1969754589248,NA,NA,21.5543115450845,NA,NA,NA,NA,NA,23.7436731327615,23.089533886581,22.1969754589248,21.5487147353684,21.0281863982822,21.5543115450845,21.4841547228775,21.5591515113869,21.4815859010997,21.7490334952341,19.6581128547981,22.6447243034089,21.3555508887481,21.1119709406297,2,1,0,0.0708447384028256,0.66308513428939,1.14969239901529,0.178430708430107,1.28917341466083,0.243579948118402,FALSE,NA
"RNA14-TAP","YMR061W-TAP;YMR061W","RNA14-TAP",47,47,47,74,99.436,850,33.5878816953877,33.8121087036579,34.1191526181448,34.3034813105483,34.2530739377229,33.5865401733623,33.4118538902605,23.6748680972124,22.0069985139161,23.0127377359688,NA,33.5878816953877,33.8121087036579,34.1191526181448,34.3034813105483,34.2530739377229,33.5865401733623,33.4118538902605,23.6748680972124,22.0069985139161,23.0127377359688,19.7633922892264,33.9556560819347,33.7504893337819,22.1144991590809,4,3,3,0.538796203445682,0.000419217755454067,0.268575473135392,3.37756033162446,0.205166748152742,11.635990174701,FALSE,TRUE
"NAM7","YMR080C","NAM7",4,4,4,5.8,109.43,971,NA,21.7526256486832,NA,21.9631049225922,NA,NA,NA,NA,NA,NA,NA,23.7722877012928,21.7526256486832,21.7725724112388,21.9631049225922,21.3325161400083,20.7746430481206,21.4540654654097,21.3544090553618,21.5793975429186,21.4267429886573,20.3398055538115,22.3151476709518,21.1870748845128,21.1750887851873,2,0,0,0.100804414902348,0.97412009391649,0.996520446801802,0.0113874980391583,1.12807278643893,0.011986099325533,FALSE,NA
"ILV2","YMR108W","ILV2",6,6,6,12.8,74.936,687,NA,25.139227198213,24.6265044635593,24.2710623072259,24.283196898427,24.2697076973675,24.3819220532404,NA,NA,NA,NA,23.7449260718568,25.139227198213,24.6265044635593,24.2710623072259,24.283196898427,24.2697076973675,24.3819220532404,21.6758569688945,21.4629209499638,21.6225461456897,21.0310546247968,24.4454300102138,24.3116088830116,21.4480946723362,3,3,0,0.680929305628192,0.000158319335305945,0.166897974385716,3.80046604215668,0.133821127202161,2.8635142106754,FALSE,TRUE
"ASC1","YMR116C","ASC1",11,11,11,62.7,34.805,319,27.8779485368345,27.9262614239098,28.1106316935768,28.1399492629344,29.0574211102423,28.7875582666327,29.094413029543,28.771150306611,28.5708730970828,28.365195736409,28.6419617614947,27.8779485368345,27.9262614239098,28.1106316935768,28.1399492629344,29.0574211102423,28.7875582666327,29.094413029543,28.771150306611,28.5708730970828,28.365195736409,28.6419617614947,28.0136977293139,28.979797468806,28.5872952253994,4,3,4,0.00156716277837232,0.0326599001546812,2.8048858918037,1.4859851472888,-0.966099739492101,0.392502243406625,FALSE,FALSE
"RPL13B","YMR142C;YDL082W","RPL13B",6,6,6,28.6,22.525,199,NA,23.8100977458654,NA,23.7196277929737,28.2931176308511,26.8117642982673,27.0609546322348,27.6394108198006,26.773415924834,25.7277250171155,26.1797428384476,23.780485960891,23.8100977458654,21.6909026551006,23.7196277929737,28.2931176308511,26.8117642982673,27.0609546322348,27.6394108198006,26.773415924834,25.7277250171155,26.1797428384476,23.2502785387077,27.3886121871177,26.5800736500494,2,3,4,0.00192224556292248,0.251875497114087,2.71619113289538,0.598814079368645,-4.13833364841003,0.808538537068294,FALSE,FALSE
"HSC82","YMR186W;YPL240C","HSC82",19,19,19,31.9,80.899,705,26.7702682710984,28.9585069171934,27.6413416771771,27.6176488328619,27.0219986116458,26.8692660583656,26.8391803321763,26.7683763771687,26.3776262495369,27.213266819423,26.3163609518228,26.7702682710984,28.9585069171934,27.6413416771771,27.6176488328619,27.0219986116458,26.8692660583656,26.8391803321763,26.7683763771687,26.3776262495369,27.213266819423,26.3163609518228,27.7469414245827,26.9101483340626,26.6689075994879,4,3,4,0.160616462273515,0.333743305500157,0.794209944062665,0.47658743697868,0.8367930905201,0.241240734574728,FALSE,FALSE
"RRP5","YMR229C","RRP5",8,8,8,6,193.13,1729,NA,25.4535929224471,24.9977008246628,24.8952276423463,23.1220412072404,23.0259735631255,23.0684653778294,NA,NA,NA,NA,23.8232688067588,25.4535929224471,24.9977008246628,24.8952276423463,23.1220412072404,23.0259735631255,23.0684653778294,21.5578101098585,21.6654905271304,21.4599517585342,20.488328632237,24.7924475490537,23.0721600493984,21.29289525694,3,3,0,0.0151867722818816,0.00687536125801137,1.81853451903524,2.16270447739022,1.72028749965531,1.77926479245842,TRUE,TRUE
"RPS10A","YOR293W;YMR230W","RPS10A",2,2,2,21,12.739,105,NA,24.3550122797028,24.3466511521186,NA,25.7594891886066,25.5986943075905,26.1483338249695,25.0550278476816,24.9754817101681,24.8704189063302,24.8223070790919,23.8366253453158,24.3550122797028,24.3466511521186,21.467247134737,25.7594891886066,25.5986943075905,26.1483338249695,25.0550278476816,24.9754817101681,24.8704189063302,24.8223070790919,23.5013839779686,25.8355057737222,24.930808885818,2,3,4,0.0393368053583027,0.0223787087790466,1.40520091314055,1.65016497528365,-2.33412179575363,0.904696887904226,FALSE,FALSE
"RPL20B","YOR312C;YMR242C","RPL20B",5,5,5,40.1,20.437,172,NA,25.2075812777553,24.3840981140021,24.7969430546772,26.508075590914,26.5703230357558,26.5095260368971,26.2170632656738,25.9115710129965,25.9054782709389,25.9168412835776,23.7928128536948,25.2075812777553,24.3840981140021,24.7969430546772,26.508075590914,26.5703230357558,26.5095260368971,26.2170632656738,25.9115710129965,25.9054782709389,25.9168412835776,24.5453588250324,26.529308221189,25.9877384582967,3,3,4,0.00701730870243869,0.00414842892245796,2.15382941775411,2.38211634653896,-1.98394939615664,0.541569762892266,FALSE,FALSE
"FAA4","YMR246W","FAA4",3,3,3,4.9,77.266,694,NA,23.0139135057818,23.0972232917869,NA,22.4841177894606,21.9438869394475,22.409116385238,NA,22.0571866116005,22.6059614234718,21.629920418429,23.7766585484218,23.0139135057818,23.0972232917869,21.5887669431989,22.4841177894606,21.9438869394475,22.409116385238,21.5408554588231,22.0571866116005,22.6059614234718,21.629920418429,22.8691405722973,22.279040371382,21.9584809780811,2,3,3,0.298537605389149,0.329878213133221,0.525000955039359,0.481646366565811,0.590100200915337,0.320559393300897,FALSE,FALSE
