"my_label","Protein.IDs","Gene.names","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Mol..weight..kDa.","Sequence.length","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","log2.LFQ.intensity.YKAF020_02","log2.LFQ.intensity.YKAF020_03","log2.LFQ.intensity.YKAF020_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF020_02","imputed.log2.LFQ.intensity.YKAF020_03","imputed.log2.LFQ.intensity.YKAF020_04","mean2_naimp_meas_YKAF000","mean2_naimp_meas_YKAF020","value_count_YKAF000","value_count_YKAF020","pvalue_YKAF020_YKAF000","log10.pvalue_YKAF020_YKAF000","difference_YKAF020_YKAF000","enriched_YKAF020_YKAF000"
"AMD1","YML035C","AMD1",22,22,22,36,93.3,810,30.3914099862999,30.3032363269085,30.2521435032173,30.0290740251422,29.5948242273444,29.847791406093,29.7716226039037,30.3914099862999,30.3032363269085,30.2521435032173,30.0290740251422,29.5948242273444,29.847791406093,29.7716226039037,30.243965960392,29.738079412447,4,3,0.00574339279664068,2.24083148084925,-0.505886547944947,FALSE
"CGI121","YML036W","CGI121",3,3,3,18.8,20.662,181,26.3044858527464,26.3727200208644,26.1452269107917,26.812376517687,27.3322772623621,27.1235654159939,27.6153351919165,26.3044858527464,26.3727200208644,26.1452269107917,26.812376517687,27.3322772623621,27.1235654159939,27.6153351919165,26.4087023255224,27.3570592900909,4,3,0.00590139759260845,2.22904512481888,0.948356964568497,FALSE
"PRP39","YML046W","PRP39",4,4,4,6,74.747,629,25.3624559548275,25.3271455458739,25.4038288709344,25.2150459112619,25.2468449563391,24.8953201079794,25.3855140867887,25.3624559548275,25.3271455458739,25.4038288709344,25.2150459112619,25.2468449563391,24.8953201079794,25.3855140867887,25.3271190707244,25.1758930503691,4,3,0.41073719786443,0.386435964066926,-0.151226020355367,FALSE
"GSF2","YML048W","GSF2",15,15,15,54.6,45.869,403,30.4377769586309,30.115576051141,29.9903720871198,30.0639397680567,30.9569157982836,30.6319215844368,30.5251464366687,30.4377769586309,30.115576051141,29.9903720871198,30.0639397680567,30.9569157982836,30.6319215844368,30.5251464366687,30.1519162162371,30.7046612731297,4,3,0.0267945311403126,1.5719538379843,0.552745056892618,FALSE
"RSE1","YML049C","RSE1",5,5,5,5.1,153.78,1361,26.1079312389528,25.7162295859829,25.8957130208181,25.97149654368,26.4172368988872,26.0636312471786,26.2388513603842,26.1079312389528,25.7162295859829,25.8957130208181,25.97149654368,26.4172368988872,26.0636312471786,26.2388513603842,25.9228425973585,26.23990650215,4,3,0.0689513514517707,1.16145721719959,0.317063904791514,FALSE
"SUR7","YML052W","SUR7",2,2,2,14.6,33.829,302,27.2067619032264,27.4225397491825,NA,26.959364010314,25.9708605266105,NA,25.9040084998337,27.2067619032264,27.4225397491825,23.9521988956592,26.959364010314,25.9708605266105,24.2741081363548,25.9040084998337,26.3852161395955,25.3829923875996,3,2,0.357854710938967,0.446293261190485,-1.00222375199588,FALSE
"SPC2","YML055W","SPC2",4,4,4,25.8,20.802,178,27.0961738557491,26.8759585315943,26.8068571675469,26.8775975588396,27.0481204716172,26.6295091519413,27.1188216549065,27.0961738557491,26.8759585315943,26.8068571675469,26.8775975588396,27.0481204716172,26.6295091519413,27.1188216549065,26.9141467784325,26.932150426155,4,3,0.920810056474549,0.0358299462770977,0.0180036477225158,FALSE
"IMD4","YML056C","IMD4",17,14,14,52.5,56.393,524,31.338995679891,31.0949666636773,31.3280128042914,31.1454018524235,31.48692460796,31.2904395090098,31.4165424705164,31.338995679891,31.0949666636773,31.3280128042914,31.1454018524235,31.48692460796,31.2904395090098,31.4165424705164,31.2268442500708,31.3979688624954,4,3,0.100710443529554,0.996925491391934,0.171124612424602,FALSE
"CMP2","YML057W","CMP2",11,11,10,24.3,68.527,604,27.3812950025774,27.5284291904148,27.5246982091255,27.6275623824341,27.4541893303663,27.588779817768,27.5154035240396,27.3812950025774,27.5284291904148,27.5246982091255,27.6275623824341,27.4541893303663,27.588779817768,27.5154035240396,27.5154961961379,27.5194575573913,4,3,0.952971686674242,0.0209200023037561,0.00396136125333868,FALSE
"NTE1","YML059C","NTE1",9,9,9,6.3,187.13,1679,25.9978515416233,26.3476313701891,26.3340690593726,26.2913883961869,26.5469260087023,26.2378125783586,26.3176034792377,25.9978515416233,26.3476313701891,26.3340690593726,26.2913883961869,26.5469260087023,26.2378125783586,26.3176034792377,26.242735091843,26.3674473554329,4,3,0.365397177979562,0.437234811095787,0.124712263589888,FALSE
"MFT1","YML062C","MFT1",7,7,7,14.8,44.996,392,26.4099741833771,26.6194690918049,26.3554996397767,26.2818359569762,25.9270304752495,26.3063994031758,26.1163050895359,26.4099741833771,26.6194690918049,26.3554996397767,26.2818359569762,25.9270304752495,26.3063994031758,26.1163050895359,26.4166947179837,26.1165783226538,4,3,0.0903361778998361,1.04413828827236,-0.300116395329955,FALSE
"RPS1B","YML063W","RPS1B",19,6,6,79.6,28.812,255,33.6145631530059,33.2610846365307,33.4040055693755,33.5255431886015,33.8354504150604,33.4765330021134,33.404893811216,33.6145631530059,33.2610846365307,33.4040055693755,33.5255431886015,33.8354504150604,33.4765330021134,33.404893811216,33.4512991368784,33.5722924094633,4,3,0.483744995845469,0.315383514557921,0.120993272584862,FALSE
"ERV41","YML067C","ERV41",5,5,5,15.1,40.705,352,26.287589097118,26.5974729242791,26.4157711626711,26.4128836584246,26.5577594476617,26.2873425006462,26.2601716966675,26.287589097118,26.5974729242791,26.4157711626711,26.4128836584246,26.5577594476617,26.2873425006462,26.2601716966675,26.4284292106232,26.3684245483251,4,3,0.629753305816644,0.200829544045556,-0.0600046622980877,FALSE
"POB3","YML069W","POB3",14,14,14,38.8,62.993,552,30.2041983543005,30.122751191327,30.412459725253,29.9131358512272,29.6311930732073,29.8293837798336,29.9246484780372,30.2041983543005,30.122751191327,30.412459725253,29.9131358512272,29.6311930732073,29.8293837798336,29.9246484780372,30.1631362805269,29.7950751103594,4,3,0.0411543357133917,1.38558440401892,-0.368061170167582,FALSE
"DAK1","YML070W","DAK1",25,25,25,65.9,62.206,584,32.0883469051146,32.1378198413849,32.1062134231238,31.9820634646698,31.708083851137,31.8448694040582,31.7639443735631,32.0883469051146,32.1378198413849,32.1062134231238,31.9820634646698,31.708083851137,31.8448694040582,31.7639443735631,32.0786109085732,31.7722992095861,4,3,0.00308435898830562,2.51083508017787,-0.306311698987159,FALSE
"COG8","YML071C","COG8",8,8,8,17.6,69.828,607,27.0557932964461,27.0332816695127,26.8958516703929,26.856737249957,26.9258088491932,27.4117528930229,27.2956156529315,27.0557932964461,27.0332816695127,26.8958516703929,26.856737249957,26.9258088491932,27.4117528930229,27.2956156529315,26.9604159715772,27.2110591317159,4,3,0.222884756711189,0.651919632294047,0.250643160138686,FALSE
"TCB3","YML072C","TCB3",36,36,36,28.4,171.07,1545,30.6663628522677,30.5688274012817,30.6712648084994,30.6152650236307,30.820996479332,30.9239404763343,30.8360526672256,30.6663628522677,30.5688274012817,30.6712648084994,30.6152650236307,30.820996479332,30.9239404763343,30.8360526672256,30.6304300214199,30.8603298742973,4,3,0.00447513873416191,2.34919349653868,0.229899852877427,FALSE
"RPL6A","YML073C","RPL6A",9,6,6,42.6,19.961,176,32.3436884960961,32.1002720228033,31.9972539639942,31.9108151137928,32.0231031292583,32.2260744493881,31.7372721421688,32.3436884960961,32.1002720228033,31.9972539639942,31.9108151137928,32.0231031292583,32.2260744493881,31.7372721421688,32.0880073991716,31.9954832402717,4,3,0.61749711318764,0.209365068399647,-0.092524158899888,FALSE
"FPR3","YML074C","FPR3",6,4,4,22.9,46.553,411,27.5141998361847,27.5337849090143,27.6760660750724,27.731303491803,28.343842013995,27.5974018818051,28.5543891330638,27.5141998361847,27.5337849090143,27.6760660750724,27.731303491803,28.343842013995,27.5974018818051,28.5543891330638,27.6138385780186,28.1652110096213,4,3,0.194636218904373,0.710776340806155,0.551372431602694,FALSE
"HMG1","YML075C","HMG1",17,17,15,19.5,115.62,1054,29.0563361051466,29.1865499143097,29.1316334308385,28.939773066019,28.9607177327447,29.3770594053268,29.1302837071164,29.0563361051466,29.1865499143097,29.1316334308385,28.939773066019,28.9607177327447,29.3770594053268,29.1302837071164,29.0785731290785,29.1560202817293,4,3,0.601902561636688,0.220473808357697,0.0774471526508336,FALSE
"CPR3","YML078W","CPR3",8,7,7,68.7,19.919,182,31.1611685080649,31.151463095861,31.2174908969612,31.3914612029086,31.4546403962646,31.2701935425741,31.2483591977201,31.1611685080649,31.151463095861,31.2174908969612,31.3914612029086,31.4546403962646,31.2701935425741,31.2483591977201,31.2303959259489,31.3243977121862,4,3,0.329920751544621,0.48159036709217,0.094001786237321,FALSE
"YML079W","YML079W","YML079W",7,7,7,47.8,22.461,201,28.161829233994,28.2685213694847,28.3293287561502,28.3013403806441,28.5047991705502,28.117831404994,28.3414686021116,28.161829233994,28.2685213694847,28.3293287561502,28.3013403806441,28.5047991705502,28.117831404994,28.3414686021116,28.2652549350683,28.3213663925519,4,3,0.673772788762604,0.171486532578526,0.0561114574836594,FALSE
"DUS1","YML080W","DUS1",14,14,14,41.8,48.131,423,28.0452065659058,28.5240629816273,28.406410171582,28.3642357344658,28.7029259783147,28.6935851122197,28.9736109287078,28.0452065659058,28.5240629816273,28.406410171582,28.3642357344658,28.7029259783147,28.6935851122197,28.9736109287078,28.3349788633952,28.7900406730807,4,3,0.0215290547865221,1.66697503706034,0.455061809685535,FALSE
"ATP18","YML081C-A","ATP18",3,3,3,50.8,6.6877,59,26.8025496935488,27.0595113185105,27.2443607862179,27.1978866264816,27.0395702157901,27.0244313983171,26.7592605905486,26.8025496935488,27.0595113185105,27.2443607862179,27.1978866264816,27.0395702157901,27.0244313983171,26.7592605905486,27.0760771061897,26.9410874015519,4,3,0.362787018323514,0.440348261775484,-0.1349897046378,FALSE
"YML082W","YML082W","YML082W",8,8,8,15.6,74.313,649,26.9795649253628,27.4166733304051,27.135259156402,27.0392564386385,27.0389425932276,26.9360699615591,27.2559291602513,26.9795649253628,27.4166733304051,27.135259156402,27.0392564386385,27.0389425932276,26.9360699615591,27.2559291602513,27.1426884627021,27.0769805716793,4,3,0.647936351312062,0.188467654054712,-0.0657078910227931,FALSE
"TUB1","YML085C","TUB1",12,12,9,58.8,49.799,447,31.8005068436592,31.5167189087333,31.5362607796702,31.621610205187,31.7012824647564,31.5689632674626,31.7388027250237,31.8005068436592,31.5167189087333,31.5362607796702,31.621610205187,31.7012824647564,31.5689632674626,31.7388027250237,31.6187741843124,31.6696828190809,4,3,0.565187976300293,0.247807085822026,0.050908634768458,FALSE
"ALO1","YML086C","ALO1",16,16,16,33.7,59.493,526,30.683530982785,30.6519838542305,30.6663628522677,30.6510429568296,30.9427958247474,30.8873637560472,30.7691176645469,30.683530982785,30.6519838542305,30.6663628522677,30.6510429568296,30.9427958247474,30.8873637560472,30.7691176645469,30.6632301615282,30.8664257484472,4,3,0.055171655693752,1.2582839827294,0.203195586918959,FALSE
"RPM2","YML091C","RPM2",2,2,2,2.3,139.35,1202,NA,NA,25.6972359102409,NA,25.8349684322476,25.9954813099688,25.7023711921286,23.7481295362851,23.8492141304458,25.6972359102409,23.7868478919476,25.8349684322476,25.9954813099688,25.7023711921286,24.2703568672299,25.8442736447817,1,3,0.0433692519517398,1.3628180686521,1.5739167775518,FALSE
"PRE8","YML092C","PRE8",10,10,10,54.8,27.162,250,30.841836525135,30.8626754023535,30.7845661569375,30.6733725946337,30.569551873102,30.6000990395105,30.3400044647615,30.841836525135,30.8626754023535,30.7845661569375,30.6733725946337,30.569551873102,30.6000990395105,30.3400044647615,30.7906126697649,30.5032184591247,4,3,0.0513579090059896,1.28939266651332,-0.287394210640262,FALSE
"UTP14","YML093W","UTP14",10,10,10,12.3,103.02,899,27.7068166906448,27.6489022687779,27.6082309041821,27.338071226137,27.7027939057151,27.6360947544627,27.3754238255922,27.7068166906448,27.6489022687779,27.6082309041821,27.338071226137,27.7027939057151,27.6360947544627,27.3754238255922,27.5755052724355,27.5714374952567,4,3,0.976263041391137,0.0104331515613763,-0.00406777717879336,FALSE
"GIM5","YML094W","GIM5",7,7,7,54.6,18.356,163,29.7365384980315,29.9232321270095,30.0024945143097,30.3032363269085,30.192605677254,30.2830599786442,30.1559320781706,29.7365384980315,29.9232321270095,30.0024945143097,30.3032363269085,30.192605677254,30.2830599786442,30.1559320781706,29.9913753665648,30.2105325780229,4,3,0.159669042475715,0.796779279135476,0.219157211458104,FALSE
"YML096W","YML096W","YML096W",4,4,4,7.8,59.469,525,24.9143796572155,24.9247447394344,NA,NA,NA,NA,NA,24.9143796572155,24.9247447394344,24.0500942053202,23.8469854626953,23.5513322313516,24.0612585667977,23.4973749692614,24.4340510161663,23.7033219224702,2,0,0.0842402786744592,1.07448020513478,-0.730729093696137,FALSE
"VPS9","YML097C","VPS9",6,6,6,16,52.482,451,25.8836458202025,26.0116079241248,26.0674112184059,26.013291659969,26.30926497832,26.383109402342,26.3161019571944,25.8836458202025,26.0116079241248,26.0674112184059,26.013291659969,26.30926497832,26.383109402342,26.3161019571944,25.9939891556755,26.3361587792854,4,3,0.000898765907352089,3.04635340991744,0.342169623609902,FALSE
"TSL1","YML100W","TSL1",21,19,19,29.4,123.02,1098,29.8778900464313,29.6416517526507,29.6835644458946,29.7388590839155,28.513032805101,28.6889252404653,28.5301422071072,29.8778900464313,29.6416517526507,29.6835644458946,29.7388590839155,28.513032805101,28.6889252404653,28.5301422071072,29.735491332223,28.5773667508911,4,3,4.04081844863552e-05,4.39353066168975,-1.15812458133187,TRUE
"NUP188","YML103C","NUP188",21,21,21,15.5,188.57,1655,28.4731298706475,28.5309235607442,28.5252584717988,28.6462262266991,28.7053671430759,28.7051034324247,28.8505808376449,28.4731298706475,28.5309235607442,28.5252584717988,28.6462262266991,28.7053671430759,28.7051034324247,28.8505808376449,28.5438845324724,28.7536838043818,4,3,0.0253836208601046,1.59544642765497,0.209799271909429,FALSE
"SEC65","YML105C","SEC65",8,8,8,38.8,31.169,273,27.7326625407253,27.3879640570162,27.2034050621649,27.3435879065455,27.3076505359742,27.5918497625987,27.3723547017374,27.7326625407253,27.3879640570162,27.2034050621649,27.3435879065455,27.3076505359742,27.5918497625987,27.3723547017374,27.416904891613,27.4239516667701,4,3,0.962215722938101,0.016727550853256,0.00704677515714991,FALSE
"URA5","YML106W","URA5",14,14,12,87.6,24.664,226,32.8022029983449,32.4176242245539,32.4488196530335,32.5349167329217,32.2958400440052,32.3177813578226,32.3387566538074,32.8022029983449,32.4176242245539,32.4488196530335,32.5349167329217,32.2958400440052,32.3177813578226,32.3387566538074,32.5508909022135,32.3174593518784,4,3,0.0741731978151787,1.12975299692796,-0.233431550335069,FALSE
"COQ5","YML110C","COQ5",7,7,7,40.4,34.684,307,27.8426009621905,27.6135097064159,27.8015016489032,27.8359924533213,27.6528044998959,27.6147035544503,27.5314814115113,27.8426009621905,27.6135097064159,27.8015016489032,27.8359924533213,27.6528044998959,27.6147035544503,27.5314814115113,27.7734011927077,27.5996631552858,4,3,0.0455367503055354,1.34163796570005,-0.173738037421884,FALSE
"BUL2","YML111W","BUL2",8,8,8,9.7,104.79,920,26.5086045682702,NA,26.0426833685936,25.8969834767735,26.4934598186816,26.8638423864106,26.5514803914771,26.5086045682702,24.114100668384,26.0426833685936,25.8969834767735,26.4934598186816,26.8638423864106,26.5514803914771,25.6405930205053,26.6362608655231,3,3,0.153173308241876,0.814816907635638,0.995667845017792,FALSE
"CTK3","YML112W","CTK3",2,2,2,5.7,34.809,296,24.288627862241,23.7700161618726,23.094020323833,23.3098027245434,23.4209830541772,23.3515118980805,23.3877176039722,24.288627862241,23.7700161618726,23.094020323833,23.3098027245434,23.4209830541772,23.3515118980805,23.3877176039722,23.6156167681225,23.3867375187433,4,3,0.451712335874102,0.345138049069116,-0.228879249379244,FALSE
"TAF8","YML114C","TAF8",6,6,6,12.4,57.985,510,NA,25.2588247849068,NA,25.9429971169889,25.3576320036956,NA,25.2709197765954,24.43643461607,25.2588247849068,24.3031527198367,25.9429971169889,25.3576320036956,24.1022980990856,25.2709197765954,24.9853523094506,24.9102832931255,2,2,0.898413953388831,0.0465235116077802,-0.0750690163250809,FALSE
"VAN1","YML115C","VAN1",4,4,4,12.1,61.091,535,27.4693305479453,28.2296769725356,27.6959094159944,26.6804322838599,NA,26.3929334150058,NA,27.4693305479453,28.2296769725356,27.6959094159944,26.6804322838599,23.9152067134851,26.3929334150058,22.7992129978547,27.5188373050838,24.3691177087819,4,1,0.0864420700236365,1.06327484163749,-3.14971959630189,FALSE
"NAB6","YML117W","NAB6",9,9,9,10.1,126.14,1134,26.8027961816822,26.7690072841805,26.8753727131589,26.6393418127912,26.7781872443748,26.7726611140176,26.8863464943292,26.8027961816822,26.7690072841805,26.8753727131589,26.6393418127912,26.7781872443748,26.7726611140176,26.8863464943292,26.7716294979532,26.8123982842405,4,3,0.538152340658625,0.269094766448649,0.0407687862873338,FALSE
"YML119W","YML119W","YML119W",2,2,2,8.4,40.059,357,25.8542659452786,26.0761452440529,26.2751718173687,25.6826305337529,NA,25.4381260835009,25.5227991684115,25.8542659452786,26.0761452440529,26.2751718173687,25.6826305337529,23.3944184342284,25.4381260835009,25.5227991684115,25.9720533851133,24.7851145620469,4,2,0.227383716418605,0.643240639572461,-1.18693882306633,FALSE
"NDI1","YML120C","NDI1",12,12,12,45,57.249,513,28.4382530170549,28.3332587601723,28.6508889333614,28.6079488247911,28.6133691887338,28.3518235744254,28.3043901085679,28.4382530170549,28.3332587601723,28.6508889333614,28.6079488247911,28.6133691887338,28.3518235744254,28.3043901085679,28.5075873838449,28.4231942905757,4,3,0.523883767713423,0.280765057749233,-0.0843930932692452,FALSE
"PHO84","YML123C","PHO84",6,6,6,16.9,64.381,587,29.8075328885551,29.2927666848729,29.9194010191664,29.7781245661934,29.1556667416355,28.7650595812235,29.0815188710052,29.8075328885551,29.2927666848729,29.9194010191664,29.7781245661934,29.1556667416355,28.7650595812235,29.0815188710052,29.699456289697,29.0007483979547,4,3,0.0125808904604752,1.90028861895557,-0.698707891742245,FALSE
"TUB3","YML124C","TUB3",8,5,5,34.2,49.693,445,29.075002806109,28.8778608003404,28.4366655443586,28.432211305387,28.9738298588711,28.9312867654282,28.5694975503332,29.075002806109,28.8778608003404,28.4366655443586,28.432211305387,28.9738298588711,28.9312867654282,28.5694975503332,28.7054351140487,28.8248713915442,4,3,0.587724197236961,0.230826428546859,0.119436277495424,FALSE
"PGA3","YML125C","PGA3",8,8,8,46.8,35.287,312,29.6191542112913,29.7490479338514,29.8913676986792,30.1559320781706,30.4518925918052,30.327638126964,30.068687801385,29.6191542112913,29.7490479338514,29.8913676986792,30.1559320781706,30.4518925918052,30.327638126964,30.068687801385,29.8538754804981,30.2827395067181,4,3,0.0463578296844796,1.33387690441935,0.428864026220012,FALSE
"ERG13","YML126C","ERG13",21,21,21,60.3,55.013,491,33.1747871899482,33.1377282484844,32.983830932016,33.0122528779435,33.4117276426087,33.3457252485983,33.5393612112434,33.1747871899482,33.1377282484844,32.983830932016,33.0122528779435,33.4117276426087,33.3457252485983,33.5393612112434,33.077149812098,33.4322713674835,4,3,0.0070402767730398,2.15241026718727,0.355121555385459,FALSE
"RSC9","YML127W","RSC9",9,9,9,21.3,65.217,581,27.9786379361711,28.0624994391506,28.3201886460522,28.2366270888616,28.055224420578,28.0152074485749,28.2543980669531,27.9786379361711,28.0624994391506,28.3201886460522,28.2366270888616,28.055224420578,28.0152074485749,28.2543980669531,28.1494882775589,28.1082766453686,4,3,0.717984054381041,0.143885200842969,-0.0412116321902474,FALSE
"MSC1","YML128C","MSC1",18,18,18,43.3,59.588,513,29.5841446921143,29.595909181164,29.4830653611439,29.3679886284741,28.2779936549098,28.444111524421,28.2328818436724,29.5841446921143,29.595909181164,29.4830653611439,29.3679886284741,28.2779936549098,28.444111524421,28.2328818436724,29.5077769657241,28.3183290076677,4,3,8.46743508346901e-05,4.07224812423742,-1.18944795805633,TRUE
"ERO1","YML130C","ERO1",12,12,12,25.9,65.032,563,28.9906966772759,29.1275558673527,29.1466404153782,29.0206217414806,29.5989994919209,29.6437000210756,29.6246198647212,28.9906966772759,29.1275558673527,29.1466404153782,29.0206217414806,29.5989994919209,29.6437000210756,29.6246198647212,29.0713786753718,29.6224397925726,4,3,0.000302452783807572,3.51934241384566,0.551061117200739,FALSE
"YML131W","YML131W","YML131W",6,6,6,21.4,39.976,365,27.2336133870948,27.3282589678492,27.2939507855612,27.1921588440552,27.5991768949979,27.4731298706475,27.4365861248523,27.2336133870948,27.3282589678492,27.2939507855612,27.1921588440552,27.5991768949979,27.4731298706475,27.4365861248523,27.2619954961401,27.5029642968326,4,3,0.0187900586682938,1.72607186389753,0.240968800692489,FALSE
"MVP1","YMR004W","MVP1",5,5,5,12.9,59.656,511,26.4880592964773,26.6623443658362,26.8055047753178,26.676267883532,26.8086992980898,26.9285221703426,27.136433113237,26.4880592964773,26.6623443658362,26.8055047753178,26.676267883532,26.8086992980898,26.9285221703426,27.136433113237,26.6580440802908,26.9578848605565,4,3,0.064844112698849,1.18812944808366,0.29984078026563,FALSE
"TAF4","YMR005W","TAF4",8,8,8,29.6,42.336,388,27.756272787726,27.8297164454211,27.3981956893657,27.1789264854553,26.9959341095878,27.2516018832482,27.7951973421457,27.756272787726,27.8297164454211,27.3981956893657,27.1789264854553,26.9959341095878,27.2516018832482,27.7951973421457,27.540777851992,27.3475777783272,4,3,0.53331878588431,0.273013118244368,-0.193200073664784,FALSE
"CLU1","YMR012W","CLU1",41,41,41,45.3,145.16,1277,32.3690605794495,32.3622301920778,32.3435826121643,32.2934849359784,32.2106567607442,32.1753078546899,32.1542125547759,32.3690605794495,32.3622301920778,32.3435826121643,32.2934849359784,32.2106567607442,32.1753078546899,32.1542125547759,32.3420895799175,32.1800590567366,4,3,0.00114411819646015,2.94152910716989,-0.162030523180874,FALSE
"BUD22","YMR014W","BUD22",8,8,8,15.2,60.053,519,26.752130497288,26.8906431704647,26.3363184514655,26.7005468196687,26.4680256163036,26.5352097491445,26.5537814929368,26.752130497288,26.8906431704647,26.3363184514655,26.7005468196687,26.4680256163036,26.5352097491445,26.5537814929368,26.6699097347217,26.5190056194617,4,3,0.294001468307771,0.531650500620596,-0.150904115260076,FALSE
"ERG5","YMR015C","ERG5",17,17,17,43.3,61.334,538,29.8733791492819,29.718344603512,29.9649915708616,29.9237988342901,29.8838001974866,29.6684947142585,29.8398260718522,29.8733791492819,29.718344603512,29.9649915708616,29.9237988342901,29.8838001974866,29.6684947142585,29.8398260718522,29.8701285394864,29.7973736611991,4,3,0.437059492134341,0.359459443242119,-0.0727548782872809,FALSE
"FMS1","YMR020W","FMS1",3,3,3,6.7,57.805,508,26.6867232125014,27.0030309318808,26.8504318065988,26.6967054588916,26.4764711985924,26.575713269257,26.6025788106026,26.6867232125014,27.0030309318808,26.8504318065988,26.6967054588916,26.4764711985924,26.575713269257,26.6025788106026,26.8092228524682,26.551587759484,4,3,0.0335315401890976,1.47454649786066,-0.257635092984135,FALSE
"UBC7","YMR022W","UBC7",3,3,3,15.8,18.52,165,NA,NA,NA,NA,26.2646344474005,25.7332187343258,25.8353540313788,23.7578754602837,23.8623541619655,23.5338625182366,23.8371583762062,26.2646344474005,25.7332187343258,25.8353540313788,23.747812629173,25.9444024043684,0,3,0.00149922490628694,2.82413321155959,2.19658977519539,TRUE
"MRPL3","YMR024W","MRPL3",13,13,13,37.2,43.999,390,28.9156451842628,28.3779488788871,28.5083930006017,28.2035450865951,28.4885343738537,28.2715521488989,28.1226277838558,28.9156451842628,28.3779488788871,28.5083930006017,28.2035450865951,28.4885343738537,28.2715521488989,28.1226277838558,28.5013830375867,28.2942381022028,4,3,0.314894920932637,0.501834344218071,-0.207144935383837,FALSE
"YMR027W","YMR027W","YMR027W",18,18,18,47.2,54.128,470,30.6874575953327,30.8287333482513,30.7973018401759,30.6692384325016,30.491996943091,30.4980983519483,30.6241840710188,30.6874575953327,30.8287333482513,30.7973018401759,30.6692384325016,30.491996943091,30.4980983519483,30.6241840710188,30.7456828040654,30.5380931220194,4,3,0.0188009717324492,1.72581970354832,-0.207589682046017,FALSE
"TAP42","YMR028W","TAP42",7,7,7,23.8,42.567,366,25.9694778673999,26.6339490709397,26.5721894973599,26.3605986335216,26.3976409509832,26.1267192798889,26.4732227898842,25.9694778673999,26.6339490709397,26.5721894973599,26.3605986335216,26.3976409509832,26.1267192798889,26.4732227898842,26.3840537673053,26.3325276735854,4,3,0.790083291829166,0.102327122285495,-0.0515260937198541,FALSE
"FAR8","YMR029C","FAR8",6,6,6,11.3,59.3,523,25.6771286159259,25.6198888256121,25.7940695539892,26.1143998863713,26.1425807628097,26.0493467141535,26.0355277304707,25.6771286159259,25.6198888256121,25.7940695539892,26.1143998863713,26.1425807628097,26.0493467141535,26.0355277304707,25.8013717204746,26.075818402478,4,3,0.0847459365875088,1.07188111625089,0.27444668200334,FALSE
"EIS1","YMR031C","EIS1",24,24,24,35.3,93.344,843,29.6881582485734,29.3873683900751,29.3189181845805,29.2522337534467,29.0005348958595,29.1332024304938,28.9219562211269,29.6881582485734,29.3873683900751,29.3189181845805,29.2522337534467,29.0005348958595,29.1332024304938,28.9219562211269,29.4116696441689,29.0185645158267,4,3,0.0198983629386844,1.70118265202955,-0.393105128342157,FALSE
"ARP9","YMR033W","ARP9",6,6,6,12.8,53.074,467,27.4377769586309,27.2723088499544,27.3999889711887,27.3847568788724,27.5754247590989,27.403975105671,27.1577880687721,27.4377769586309,27.2723088499544,27.3999889711887,27.3847568788724,27.5754247590989,27.403975105671,27.1577880687721,27.3737079146616,27.379062644514,4,3,0.969523381088818,0.0134417129850563,0.00535472985239593,FALSE
"MSN2","YMR037C","MSN2",3,3,3,6.8,77.86,704,24.6900849578717,NA,NA,24.4263681645638,NA,NA,23.9637575940896,24.6900849578717,24.3724849066349,24.0300471754432,24.4263681645638,23.8233481471456,24.209223438306,23.9637575940896,24.3797463011284,23.9987763931804,2,1,0.0832364795009381,1.07968629662054,-0.380969907947978,FALSE
"CCS1","YMR038C","CCS1",14,14,14,74.3,27.33,249,30.9115652987984,30.8225167861705,30.8024726573699,30.8662177521798,30.9548377850942,30.8461779371676,30.6220904268624,30.9115652987984,30.8225167861705,30.8024726573699,30.8662177521798,30.9548377850942,30.8461779371676,30.6220904268624,30.8506931236296,30.807702049708,4,3,0.707503533841553,0.150271386582395,-0.0429910739215806,FALSE
"SUB1","YMR039C","SUB1",6,6,6,26.7,33.102,292,27.3033887660625,27.411429654341,27.5911364046723,27.4006405214046,26.8663209402872,27.0480165048358,27.209646270784,27.3033887660625,27.411429654341,27.5911364046723,27.4006405214046,26.8663209402872,27.0480165048358,27.209646270784,27.4266488366201,27.0413279053023,4,3,0.0368985342553453,1.43299088526258,-0.385320931317754,FALSE
"NUP116","YMR047C","NUP116",15,15,15,13.8,116.23,1113,28.6046302540425,28.4699515293563,28.4743296171124,28.5883151874353,28.6495533740462,28.5445107656288,28.5464992172111,28.6046302540425,28.4699515293563,28.4743296171124,28.5883151874353,28.6495533740462,28.5445107656288,28.5464992172111,28.5343066469866,28.5801877856287,4,3,0.402281671306023,0.395469754234578,0.0458811386420663,FALSE
